,Year,Model,Cluster,Features
905,2016,LDA,0.0,data google users bot new use bots service information platform
906,2016,LDA,1.0,apple new company like devices device car google time uber
907,2016,LDA,2.0,people like companies time make think going tech don years
908,2016,LDA,3.0,game games app vr new like mobile video facebook content
909,2016,LDA,4.0,company million said year percent billion market new business mobile
910,2016,NMF,0.0,company million companies said data startup business technology new year
911,2016,NMF,1.0,game games players gaming pc xbox nintendo pokémon play gamesbeat
912,2016,NMF,2.0,app facebook users bot twitter bots apps video people mobile
913,2016,NMF,3.0,vr oculus virtual reality headset vive rift htc samsung ar
914,2016,NMF,4.0,apple iphone ios watch app music tv new samsung devices
915,2016,NMF,5.0,google android search microsoft cloud apps app devices amazon new
916,2016,LDA,0.0,data google cloud new microsoft service said security information software
917,2016,LDA,1.0,technology new car uber company said driving cars like devices
918,2016,LDA,2.0,like people time make lot don want going way think
919,2016,LDA,3.0,app facebook users mobile bot apps bots content like vr
920,2016,LDA,4.0,company million said companies year percent business market billion new
921,2016,LDA,5.0,game games new apple vr gaming mobile like players play
922,2016,NMF,0.0,company million companies data said startup business capital year funding
923,2016,NMF,1.0,game games players gaming pc xbox nintendo pokémon play gamesbeat
924,2016,NMF,2.0,app facebook users bot twitter bots apps video people like
925,2016,NMF,3.0,vr oculus virtual reality headset vive rift htc samsung ar
926,2016,NMF,4.0,apple iphone ios watch app music tv new samsung devices
927,2016,NMF,5.0,google android search microsoft cloud apps app devices amazon new
928,2016,NMF,6.0,car uber cars driving tesla vehicles self autonomous drivers vehicle
929,2016,LDA,0.0,google data cloud microsoft new customers service company software platform
930,2016,LDA,1.0,technology new car uber company like said device cars use
931,2016,LDA,2.0,like people time make lot don going think want way
932,2016,LDA,3.0,app vr users facebook bot apps bots mobile like new
933,2016,LDA,4.0,company million year said companies billion market percent new business
934,2016,LDA,5.0,game games new apple gaming like mobile play players pc
935,2016,LDA,6.0,data twitter said social marketing facebook percent media ad users
936,2016,NMF,0.0,company million companies data said startup business capital year funding
937,2016,NMF,1.0,game games players gaming pc xbox nintendo pokémon play gamesbeat
938,2016,NMF,2.0,app facebook users twitter video apps mobile content live people
939,2016,NMF,3.0,vr oculus virtual reality headset vive rift htc samsung ar
940,2016,NMF,4.0,apple iphone watch ios music samsung tv new devices device
941,2016,NMF,5.0,google android search cloud microsoft apps amazon data devices assistant
942,2016,NMF,6.0,car uber cars driving tesla vehicles self autonomous drivers vehicle
943,2016,NMF,7.0,bot bots messenger chatbots ai chatbot messaging facebook slack chat
944,2016,LDA,0.0,data google cloud microsoft new customers software customer ai platform
945,2016,LDA,1.0,technology car new said driving cars devices smart home device
946,2016,LDA,2.0,like people time lot make don going want way think
947,2016,LDA,3.0,app vr facebook users bot apps bots mobile video like
948,2016,LDA,4.0,company million companies year said billion market business capital percent
949,2016,LDA,5.0,game games new apple gaming mobile players play pc android
950,2016,LDA,6.0,percent said marketing twitter social media data ad content people
951,2016,LDA,7.0,company service new amazon uber services customers said like users
952,2016,NMF,0.0,company million companies data said startup business capital funding year
953,2016,NMF,1.0,game games players gaming nintendo pokémon pc play gamesbeat like
954,2016,NMF,2.0,app facebook users twitter video mobile apps content live people
955,2016,NMF,3.0,vr oculus virtual reality headset vive rift htc samsung ar
956,2016,NMF,4.0,apple iphone watch ios music samsung tv new devices device
957,2016,NMF,5.0,google android search apps assistant cloud amazon play devices app
958,2016,NMF,6.0,car uber cars driving tesla vehicles self autonomous drivers vehicle
959,2016,NMF,7.0,microsoft windows xbox cloud aws data software update devices build
960,2016,NMF,8.0,bot bots messenger chatbots ai chatbot messaging slack facebook chat
961,2016,LDA,0.0,data cloud technology software security ai new microsoft customers learning
962,2016,LDA,1.0,car uber new technology cars said driving self tesla city
963,2016,LDA,2.0,like people time don make want think going way lot
964,2016,LDA,3.0,game games vr gaming like players new image gamesbeat credit
965,2016,LDA,4.0,company million companies capital startup funding new business investors startups
966,2016,LDA,5.0,apple new microsoft device windows pokémon devices nintendo music company
967,2016,LDA,6.0,facebook twitter content social marketing video media users ad news
968,2016,LDA,7.0,company percent million year said billion market revenue sales business
969,2016,LDA,8.0,app google users apps bot mobile bots new like user
970,2016,NMF,0.0,company million companies data said startup business capital funding year
971,2016,NMF,1.0,game games players gaming nintendo pc pokémon gamesbeat play like
972,2016,NMF,2.0,app users apps mobile ios android like user store new
973,2016,NMF,3.0,vr oculus virtual reality headset vive rift htc samsung ar
974,2016,NMF,4.0,apple iphone watch ios music tv samsung year percent new
975,2016,NMF,5.0,google android search cloud assistant amazon play data web apps
976,2016,NMF,6.0,car uber cars driving tesla vehicles self autonomous drivers vehicle
977,2016,NMF,7.0,microsoft windows xbox cloud aws data software update pc build
978,2016,NMF,8.0,bot bots messenger chatbots ai chatbot messaging slack chat human
979,2016,NMF,9.0,facebook twitter video live social content media users news people
980,2016,LDA,0.0,data technology cloud security software new ai companies information learning
981,2016,LDA,1.0,vr reality virtual car oculus cars technology driving headset tesla
982,2016,LDA,2.0,percent mobile year market billion million revenue sales apple growth
983,2016,LDA,3.0,customers service customer company new amazon business like product online
984,2016,LDA,4.0,million companies capital startup company funding startups investors tech venture
985,2016,LDA,5.0,game games new gaming players play pc image credit gamesbeat
986,2016,LDA,6.0,facebook content twitter social video users media marketing ad news
987,2016,LDA,7.0,company said million year new uber service announced deal ceo
988,2016,LDA,8.0,app google apps users bot new bots android mobile like
989,2016,LDA,9.0,like people time make don lot want way going think
990,2017,NMF,0.0,company million companies said data startup year capital funding business
991,2017,NMF,1.0,game games pc dev gaming players nintendo play intel gamesbeat
992,2017,NMF,2.0,google app facebook users apple like apps new android feature
993,2017,NMF,3.0,uber car driving cars self autonomous vehicles vehicle drivers driver
994,2017,NMF,4.0,vr oculus reality virtual headset ar content experiences experience augmented
995,2017,LDA,0.0,company million companies year said new percent business billion market
996,2017,LDA,1.0,facebook app users google content new people twitter social company
997,2017,LDA,2.0,game games new vr like gaming pc google play use
998,2017,LDA,3.0,data ai technology said learning new car companies machine intelligence
999,2017,LDA,4.0,like company people time make apple said going way new
1000,2017,NMF,0.0,million company companies said startup year capital funding billion investors
1001,2017,NMF,1.0,game games pc dev gaming players nintendo play intel gamesbeat
1002,2017,NMF,2.0,google app facebook users apple apps android new like feature
1003,2017,NMF,3.0,ai data learning machine intelligence human technology customer artificial like
1004,2017,NMF,4.0,vr oculus reality virtual headset ar experiences content experience augmented
1005,2017,NMF,5.0,uber car driving cars self autonomous vehicles vehicle drivers driver
1006,2017,LDA,0.0,million company companies startup new capital year investors market funding
1007,2017,LDA,1.0,data said company percent year companies security services cloud new
1008,2017,LDA,2.0,game games new google gaming like pc play mobile players
1009,2017,LDA,3.0,ai technology vr data learning machine like new world intelligence
1010,2017,LDA,4.0,like people company time make way want going new don
1011,2017,LDA,5.0,facebook app users content twitter new video social people media
1012,2017,NMF,0.0,million company capital funding year billion companies investors percent startup
1013,2017,NMF,1.0,game games pc dev gaming players nintendo play intel gamesbeat
1014,2017,NMF,2.0,google app apple android assistant apps amazon alexa users devices
1015,2017,NMF,3.0,data ai like people learning technology time machine new make
1016,2017,NMF,4.0,vr oculus reality virtual headset ar experiences content experience samsung
1017,2017,NMF,5.0,uber car driving cars self drivers autonomous vehicles vehicle driver
1018,2017,NMF,6.0,facebook twitter users app content live video messenger social snapchat
1019,2017,LDA,0.0,company million companies said year market new business startup capital
1020,2017,LDA,1.0,said security data tech companies trump new government information president
1021,2017,LDA,2.0,game games new google gaming pc like play players microsoft
1022,2017,LDA,3.0,data ai vr technology learning machine intelligence software new use
1023,2017,LDA,4.0,like people time make company way want going don ll
1024,2017,LDA,5.0,uber car cars driving vehicles vehicle self autonomous drivers company
1025,2017,LDA,6.0,app facebook users apple content mobile company new percent video
1026,2017,NMF,0.0,million company capital funding year billion companies investors percent round
1027,2017,NMF,1.0,game games pc dev gaming players nintendo play intel gamesbeat
1028,2017,NMF,2.0,google app apple android assistant apps amazon alexa users devices
1029,2017,NMF,3.0,data ai like people learning technology time machine new make
1030,2017,NMF,4.0,vr oculus reality virtual headset ar experiences content experience samsung
1031,2017,NMF,5.0,uber car driving cars self drivers autonomous vehicles vehicle driver
1032,2017,NMF,6.0,facebook twitter users app content live video messenger social snapchat
1033,2017,NMF,7.0,john street francisco techcrunch san disrupt startup york ll event
1034,2017,LDA,0.0,company million companies said market capital business new year funding
1035,2017,LDA,1.0,technology tech startup new company world space startups like health
1036,2017,LDA,2.0,google app new apps users amazon microsoft apple like devices
1037,2017,LDA,3.0,data ai said learning intelligence companies machine security information technology
1038,2017,LDA,4.0,like people time make company way want don going think
1039,2017,LDA,5.0,uber car cars driving vehicles vehicle self autonomous company drivers
1040,2017,LDA,6.0,facebook percent content year million company users twitter social video
1041,2017,LDA,7.0,game games vr gaming new pc like players said dev
1042,2017,NMF,0.0,million company capital funding companies billion year investors startup round
1043,2017,NMF,1.0,game games pc dev gaming players nintendo play intel gamesbeat
1044,2017,NMF,2.0,google android assistant cloud app alexa amazon microsoft home search
1045,2017,NMF,3.0,data ai like people time learning technology new machine make
1046,2017,NMF,4.0,vr oculus reality virtual headset ar experiences content experience samsung
1047,2017,NMF,5.0,uber car driving cars self drivers autonomous vehicles vehicle driver
1048,2017,NMF,6.0,facebook app users twitter content video live messenger social snapchat
1049,2017,NMF,7.0,john street francisco techcrunch san disrupt startup york ll event
1050,2017,NMF,8.0,apple iphone app samsung music ios device devices apps percent
1051,2017,LDA,0.0,company million companies capital said new funding business investors market
1052,2017,LDA,1.0,tech startup startups san new space event world like health
1053,2017,LDA,2.0,app google new users apps like amazon available android microsoft
1054,2017,LDA,3.0,data ai technology learning machine cloud intelligence software human companies
1055,2017,LDA,4.0,like company people time make way want don going think
1056,2017,LDA,5.0,car uber cars driving vehicles vehicle self autonomous technology company
1057,2017,LDA,6.0,percent facebook million year apple company mobile billion content revenue
1058,2017,LDA,7.0,game games vr gaming new like pc players said dev
1059,2017,LDA,8.0,said facebook twitter people security trump data news information government
1060,2017,NMF,0.0,million company capital funding companies billion year investors startup round
1061,2017,NMF,1.0,game games pc dev gaming players intel play enturebeat tips
1062,2017,NMF,2.0,google android assistant cloud app alexa amazon microsoft home search
1063,2017,NMF,3.0,data ai like people time learning technology new machine make
1064,2017,NMF,4.0,vr oculus reality virtual headset ar experiences content experience samsung
1065,2017,NMF,5.0,uber car driving cars self drivers autonomous vehicles vehicle driver
1066,2017,NMF,6.0,facebook app users twitter content video live messenger social snapchat
1067,2017,NMF,7.0,john street francisco techcrunch san disrupt startup york ll event
1068,2017,NMF,8.0,nintendo switch console games game super launch new play xbox
1069,2017,NMF,9.0,apple iphone app samsung music ios device devices apps percent
1070,2017,LDA,0.0,million companies company startup capital funding investors startups new raised
1071,2017,LDA,1.0,ai data learning machine technology intelligence human artificial time like
1072,2017,LDA,2.0,app google new users apple apps android like available microsoft
1073,2017,LDA,3.0,uber technology said company tech ceo san intel development google
1074,2017,LDA,4.0,like people time want make way don going ll think
1075,2017,LDA,5.0,car cars driving vehicles vehicle autonomous self connected new tesla
1076,2017,LDA,6.0,facebook percent million year billion company content revenue said social
1077,2017,LDA,7.0,game games vr gaming new pc like players dev play
1078,2017,LDA,8.0,said security data trump government information companies internet new president
1079,2017,LDA,9.0,company customers cloud business new services service customer product market
